product_id,product_name,shop_id,shop_city,is_official,price,sold_count,rating_average,view_count,liked_count,kategori_penjualan
3779251772,baju kemeja pria kasual polos hitam putih lengan panjang hem pria,51576342,KAB. BATANG,False,35750,20962,4.5,25807.0,882,Atas
4343755204,kaos anak stripe dominan series pria wanita cotton combed,5916197,KOTA BANDUNG,False,15000,20944,4.87,36119.0,5069,Atas
6905641241,t-shirt baju kaos distro deus logo combed 30s murah,38225746,KOTA TANGERANG SELATAN,False,24900,20825,4.7,2374.0,4856,Atas
9018702206,baju kemeja polos pria formal slimfit oxford new poplin,267520066,KAB. BATANG,False,38100,20823,4.51,3918.0,597,Atas
9515389468,kaos thanksinsomnia - kaos distro thanksinsomnia fulltag & label,157793565,KOTA BANDUNG,False,43000,20569,4.69,186456.0,11642,Atas
2045261674,po- kaos custom  couple family  - sablon nama baju anak dan dewasa /sablon polyflex,35793964,KAB. BANDUNG BARAT,False,46000,20555,4.83,5667.0,9517,Atas
89400657,rava baju kaos pria henley polos lengan panjang premium quality by rava original promo best seller,5219356,KOTA BANDUNG,False,69900,20476,4.74,2786.0,12314,Atas
3318090501,kaos polos murah baju polos tshirt oblong pakaian sablon pria kaos distro size  fit to l ke xl,192146409,KOTA JAKARTA PUSAT,False,15050,20417,4.61,3191.0,7113,Atas
5110420912,kaos distro three second dan greenlight,29016536,KOTA CIMAHI,False,34185,20348,4.8,4958.0,1582,Atas
6667762589,kaos distro  kaos pria  original black off white,276021359,KOTA BANDUNG,False,52800,20317,4.61,7384.0,1223,Atas
1907501488,baju koko kurta dewasa lengan panjang material catton adem serap keringat,25016896,KOTA PEKALONGAN,False,45000,20034,4.66,51034.0,6114,Atas
6414818852,kaos pria 3second kaos distro pria part 1 baju kaos pria baju pria pakaian pria kaos atasan pria,29241513,KAB. PANDEGLANG,False,46035,20031,4.76,13124.0,1723,Atas
5311820885,cod revengeeleven kaos distro ast tribe db  / kaos pria / atasan pria wanita  / tshirt pria,211390057,KOTA JAKARTA BARAT,False,25000,19927,4.57,7344.0,13045,Atas
2888881161,kaos 3second kaos distro part 6 baju kaos pria baju pria pakaian pria kaos atasan pria,176456485,KOTA SEMARANG,False,39600,19626,4.83,21702.0,3869,Atas
7154291142,ff kaos pria ii kaos distro sablon digital berkualitas bisa unisex 004,9094474,KOTA JAKARTA BARAT,False,22950,19469,4.47,14675.0,6603,Atas
5847753624,baju training *pria* bahan corak 1,129916373,KOTA JAKARTA BARAT,False,22800,19461,4.86,18192.0,2131,Atas
4417894081,label / hangtag merk untuk aneka ragam kaos baju jilbab tas dll free desain 3,62706783,KOTA SURAKARTA (SOLO),False,130,19400,5.0,48.0,13,Atas
2909470269,kaos 3second lengan panjang cowok cewek unisex kaos pria baju pria kaos distro atasan pria,176456485,KOTA SEMARANG,False,40410,19163,4.82,17716.0,5292,Atas
3942993584,kaos surfing - kaos skate - kaos distro - kaos bandung,817359,KOTA BANDUNG,False,48380,19099,4.72,211394.0,19403,Atas
3354393836,kaos off white - full tag / kaos distro / off white,301394017,KOTA BANDUNG,False,52800,19089,4.59,18853.0,1697,Atas
2200318344,promo kemeja pria lengan pendek polos formal casual kerja santai baju jumbo xxl xxxl 2xl 3xl,49729604,KAB. PEKALONGAN,False,29900,18879,4.61,7494.0,2645,Atas
8623387802,baju kemeja pria / kemeja lengan panjang / kemeja polos putih / kemeja,380024482,KAB. BATANG,False,35340,18782,4.53,19682.0,1127,Atas
5710800549,baju kaos boombogie pria keren,29016536,KOTA CIMAHI,False,34185,18650,4.81,5143.0,1455,Atas
